focus,state,year,result,male,female
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","District of Columbia",2003,16.5,13.2,14.7
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","District of Columbia",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","District of Columbia",2005,11.1,10.4,10.7
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","District of Columbia",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","District of Columbia",2007,17%,9%,13%
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","District of Columbia",2008,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Florida",1998,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Florida",1999,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Florida",2000,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Florida",2001,28.1,24.9,26.6
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Florida",2002,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Florida",2003,25.7,19.7,22.7
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Florida",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Florida",2005,23.6,19.6,21.6
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Florida",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Florida",2007,24%,17%,20%
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Florida",2008,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Georgia",1998,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Georgia",1999,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Georgia",2000,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Georgia",2001,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Georgia",2002,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Georgia",2003,31.7,20.6,26.1
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Georgia",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Georgia",2005,29.0,19.2,24.1
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Georgia",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Georgia",2007,31%,21%,26%
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Georgia",2008,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Hawaii",1998,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Hawaii",1999,30.0,29.6,29.9
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Hawaii",2000,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Hawaii",2001,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Hawaii",2002,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Hawaii",2003,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Hawaii",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Hawaii",2005,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Hawaii",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Hawaii",2007,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Hawaii",2008,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Idaho",1998,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Idaho",1999,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Idaho",2000,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Idaho",2001,28.3,18.0,23.4
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Idaho",2002,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Idaho",2003,20.3,15.0,17.8
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Idaho",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Idaho",2005,27.1,15.9,21.4
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Idaho",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Idaho",2007,30%,22%,26%
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Idaho",2008,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Illinois",1998,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Illinois",1999,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Illinois",2000,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Illinois",2001,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Illinois",2002,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Illinois",2003,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Illinois",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Illinois",2005,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Illinois",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Illinois",2007,27%,24%,25%
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Illinois",2008,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Indiana",1998,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Indiana",1999,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Indiana",2000,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Indiana",2001,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Indiana",2002,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Indiana",2003,34.0,27.0,30.4
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Indiana",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Indiana",2005,35.4,22.8,29.2
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Indiana",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Indiana",2007,34%,24%,29%
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Indiana",2008,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Iowa",1998,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Iowa",1999,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Iowa",2000,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Iowa",2001,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Iowa",2002,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Iowa",2003,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Iowa",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Iowa",2005,34.9,21.9,28.6
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Iowa",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Iowa",2007,28%,23%,26%
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Iowa",2008,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kansas",1998,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kansas",1999,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kansas",2000,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kansas",2001,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kansas",2002,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kansas",2003,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kansas",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kansas",2005,31.3,20.7,26.2
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kansas",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kansas",2007,28%,23%,25%
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kansas",2008,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kentucky",1998,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kentucky",1999,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kentucky",2000,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kentucky",2001,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kentucky",2002,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kentucky",2003,44.5,37.6,41.2
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kentucky",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kentucky",2005,38.8,28.2,33.6
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kentucky",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kentucky",2007,38%,29%,34%
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Kentucky",2008,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Louisiana",1998,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Louisiana",1999,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Louisiana",2000,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Louisiana",2001,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Louisiana",2002,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Louisiana",2003,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Louisiana",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Louisiana",2005,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Louisiana",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Louisiana",2007,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Louisiana",2008,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maine",1998,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maine",1999,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maine",2000,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maine",2001,30.1,28.0,29.2
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maine",2002,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maine",2003,26.6,20.4,23.7
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maine",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maine",2005,27.0,19.9,23.4
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maine",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maine",2007,24%,18%,21%
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maine",2008,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maryland",1998,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maryland",1999,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maryland",2000,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maryland",2001,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maryland",2002,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maryland",2003,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maryland",2004,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maryland",2005,22.9,17.9,20.4
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maryland",2006,,,
"27-2a Adolescent use of tobacco products in past month - Students (grades 9 through 12)","Maryland",2007,23%,18%,20%
